source_file,line,method,path_expression,first_segment,legacy_backend_match
src/components/system/UserCenter.vue,355,GET,'/warehouse/warehouse').then(function(resp){,warehouse,yes
src/components/system/UserCenter.vue,364,GET,'/warehouse/partner/owner').then(function(resp){,warehouse,yes
src/components/system/UserCenter.vue,373,GET,'/auth/current_user').then(function(resp){,auth,yes
src/components/warehouse/Area.vue,121,PUT,"'/warehouse/area', this.object).then(function(resp){",warehouse,yes
src/components/warehouse/Area.vue,132,POST,"'/warehouse/area', this.object).then(function(resp){",warehouse,yes
src/components/warehouse/Area.vue,229,GET,'/warehouse/area?q='+JSON.stringify(q)).then(function(resp){,warehouse,yes
src/components/warehouse/Area.vue,244,GET,'/warehouse/warehouse').then(function(resp){,warehouse,yes
src/components/warehouse/Category.vue,129,PUT,"'/warehouse/category', this.object).then(function(resp){",warehouse,yes
src/components/warehouse/Category.vue,140,POST,"'/warehouse/category', this.object).then(function(resp){",warehouse,yes
src/components/warehouse/Category.vue,172,POST,"'/async/table_export?q='+JSON.stringify(q), data).then(function(resp){",async,yes
src/components/warehouse/Category.vue,294,GET,'/warehouse/category?q='+JSON.stringify(q)).then(function(resp){,warehouse,yes
src/components/warehouse/Good.vue,289,POST,"'/warehouse/selection/'+selection, {'unit':field}).then(function(resp){",warehouse,yes
src/components/warehouse/Good.vue,306,GET,'/warehouse/selection/'+selection).then(function(resp){,warehouse,yes
src/components/warehouse/Good.vue,321,POST,"'/warehouse/category', this.category).then(function(resp){",warehouse,yes
src/components/warehouse/Good.vue,354,POST,"'/async/table_export?q='+JSON.stringify(q), data).then(function(resp){",async,yes
src/components/warehouse/Good.vue,386,DELETE,'/inv/good/'+this.object.id+'/image?img='+im).then(function(resp){,inv,yes
src/components/warehouse/Good.vue,415,DELETE,'/inv/good/'+this.object.id+'/ad_image?img='+im).then(function(resp){,inv,yes
src/components/warehouse/Good.vue,498,PUT,"'/warehouse/good', this.object).then(function(resp){",warehouse,yes
src/components/warehouse/Good.vue,513,POST,"'/warehouse/good', this.object).then(function(resp){",warehouse,yes
src/components/warehouse/Good.vue,636,GET,'/warehouse/good?q='+JSON.stringify(q)).then(function(resp){,warehouse,yes
src/components/warehouse/Good.vue,649,GET,'/warehouse/category').then(function(resp){,warehouse,yes
src/components/warehouse/GoodMap.vue,198,PUT,"'/warehouse/goodmap/one', data).then(function(resp){",warehouse,yes
src/components/warehouse/GoodMap.vue,217,DELETE,'/warehouse/goodmap/'+record.id).then(function(resp){,warehouse,yes
src/components/warehouse/GoodMap.vue,250,PUT,"'/warehouse/goodmap/one', record).then(function(resp){",warehouse,yes
src/components/warehouse/GoodMap.vue,284,GET,'/warehouse/good?q='+JSON.stringify(q)).then(function(resp){,warehouse,yes
src/components/warehouse/GoodMap.vue,310,POST,"'/async/table_export?q='+JSON.stringify(q), data).then(function(resp){",async,yes
src/components/warehouse/GoodMap.vue,342,POST,"'/async/table_export?q='+JSON.stringify(q), data).then(function(resp){",async,yes
src/components/warehouse/GoodMap.vue,364,GET,'/warehouse/goodmap?q='+JSON.stringify(q)).then(function(resp){,warehouse,yes
src/components/warehouse/GoodMap.vue,398,PUT,"'/warehouse/goodmap', this.lines).then(function(resp){",warehouse,yes
src/components/warehouse/GoodMap.vue,414,POST,"'/warehouse/goodmap', this.lines).then(function(resp){",warehouse,yes
src/components/warehouse/GoodMap.vue,534,GET,'/warehouse/goodmap?q='+JSON.stringify(q)).then(function(resp){,warehouse,yes
src/components/warehouse/GoodMap.vue,547,GET,'/warehouse/category').then(function(resp){,warehouse,yes
src/components/warehouse/Location.vue,160,PUT,"'/warehouse/location', this.object).then(function(resp){",warehouse,yes
src/components/warehouse/Location.vue,171,POST,"'/warehouse/location', this.object).then(function(resp){",warehouse,yes
src/components/warehouse/Location.vue,300,GET,'/warehouse/location?q='+JSON.stringify(q)).then(function(resp){,warehouse,yes
src/components/warehouse/Location.vue,316,GET,'/warehouse/area').then(function(resp){,warehouse,yes
src/components/warehouse/Location.vue,327,GET,'/warehouse/workarea').then(function(resp){,warehouse,yes
src/components/warehouse/Partner.vue,262,POST,"'/async/table_export?q='+JSON.stringify(q), data).then(function(resp){",async,yes
src/components/warehouse/Partner.vue,297,PUT,"'/warehouse/partner', this.object).then(function(resp){",warehouse,yes
src/components/warehouse/Partner.vue,311,POST,"'/warehouse/partner', this.object).then(function(resp){",warehouse,yes
src/components/warehouse/Partner.vue,439,GET,'/warehouse/partner?q='+JSON.stringify(q)).then(function(resp){,warehouse,yes
src/components/warehouse/Share.vue,124,PUT,"'/share/location', this.object).then(function(resp){",share,no_or_dynamic
src/components/warehouse/Share.vue,135,POST,"'/share/location', this.object).then(function(resp){",share,no_or_dynamic
src/components/warehouse/Share.vue,233,GET,'/share/location?q='+JSON.stringify(q)).then(function(resp){,share,no_or_dynamic
src/components/warehouse/Warehouse.vue,132,PUT,"'/warehouse/warehouse', this.object).then(function(resp){",warehouse,yes
src/components/warehouse/Warehouse.vue,146,POST,"'/warehouse/warehouse', this.object).then(function(resp){",warehouse,yes
src/components/warehouse/Warehouse.vue,244,GET,'/warehouse/warehouse?q='+JSON.stringify(q)).then(function(resp){,warehouse,yes
src/components/warehouse/Workarea.vue,115,PUT,"'/warehouse/workarea', this.object).then(function(resp){",warehouse,yes
src/components/warehouse/Workarea.vue,126,POST,"'/warehouse/workarea', this.object).then(function(resp){",warehouse,yes
src/components/warehouse/Workarea.vue,224,GET,'/warehouse/workarea?q='+JSON.stringify(q)).then(function(resp){,warehouse,yes
